Union,Gender,Age,Education_Level,Monthly_Income,Family_Size,Housing_Type,Land_Ownership,Previous_Erosion_Experience,Distance_from_River,Access_to_Warning,Relocation_History,Govt_or_NGO_Assistance,Has_Protection_System,Infrastructure_Loss,Income_Diversification,Employment_Status,Involved_in_Community_Adaptation,Awareness_Level,Distance_score,EII,ASI,SRI,ISS,Adaptation_Category
Kachua,Male,49,Educated,4107,7,Semi-Permanent,Yes,Yes,328,No,No,No,No,Yes,No,Not Employed,No,High,0.7842,0.7921,0,0.4041,0,Non-Adaptive
Maijbari,Male,39,Partially Educated,4616,5,Semi-Permanent,Yes,No,21,No,No,Yes,No,No,No,Employed,No,Moderate,0.9893,0.4947,0.2,0.5914,0.3333,Non-Adaptive
Maijbari,Female,30,Partially Educated,6430,5,Permanent,Yes,Yes,268,No,No,Yes,No,No,Yes,Employed,Yes,Low,0.8243,0.6122,0.6,0.6406,0.6667,Strongly Adaptive
Sthal,Female,38,Educated,6010,5,Semi-Permanent,No,Yes,418,No,No,Yes,No,No,No,Not Employed,Yes,Moderate,0.7241,0.5621,0.4,0.4557,0.6667,Strongly Adaptive
Kachua,Male,55,Partially Educated,2854,4,Permanent,Yes,Yes,51,No,No,No,No,No,Yes,Not Employed,Yes,Low,0.9693,0.6846,0.4,0.1966,0.3333,Non-Adaptive
Maijbari,Male,50,Partially Educated,8442,10,Permanent,No,No,129,No,No,No,Yes,Yes,Yes,Employed,No,Low,0.9172,0.6586,0.4,0.6951,0.3333,Moderately Adaptive
Maijbari,Female,57,Not Educated,5534,2,Permanent,No,No,462,No,No,No,No,No,Yes,Not Employed,No,Low,0.6947,0.3474,0.2,0.0958,0,Non-Adaptive
Bakchar,Female,18,Partially Educated,7437,6,Temporary,Yes,No,11,Yes,No,No,No,Yes,No,Employed,No,Low,0.996,0.698,0.2,0.6679,0,Non-Adaptive
Maijbari,Female,44,Educated,5112,8,Semi-Permanent,Yes,No,148,Yes,No,No,No,No,No,Not Employed,No,Moderate,0.9045,0.4522,0.2,0.4313,0,Moderately Adaptive
Bakchar,Male,31,Partially Educated,5670,7,Permanent,Yes,Yes,15,No,No,No,No,No,No,Not Employed,Yes,Moderate,0.9933,0.6967,0.2,0.273,0.3333,Non-Adaptive
Sthal,Female,25,Partially Educated,6475,9,Semi-Permanent,Yes,No,8,No,No,No,No,No,No,Employed,No,Low,0.998,0.499,0,0.6418,0,Non-Adaptive
Maijbari,Female,39,Partially Educated,10131,2,Semi-Permanent,Yes,Yes,34,No,No,Yes,No,No,Yes,Employed,Yes,Moderate,0.9806,0.6903,0.6,0.7409,0.6667,Strongly Adaptive
Bakchar,Female,42,Partially Educated,8181,7,Semi-Permanent,No,Yes,14,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.994,0.697,0.4,0.688,0.3333,Moderately Adaptive
Bakchar,Male,29,Partially Educated,8642,6,Permanent,Yes,No,208,Yes,No,No,Yes,No,Yes,Employed,Yes,Low,0.8644,0.4322,0.8,0.7005,0.6667,Strongly Adaptive
Maijbari,Male,43,Not Educated,6192,5,Permanent,Yes,No,30,Yes,No,No,No,Yes,No,Employed,Yes,Low,0.9833,0.6916,0.4,0.4606,0.3333,Non-Adaptive
Maijbari,Female,60,Not Educated,6487,2,Permanent,Yes,No,28,Yes,No,No,No,No,No,Employed,Yes,Moderate,0.9846,0.4923,0.4,0.4686,0.3333,Non-Adaptive
Bakchar,Female,48,Educated,6077,2,Permanent,Yes,No,71,Yes,No,No,No,No,No,Not Employed,No,High,0.9559,0.478,0.2,0.4575,0,Moderately Adaptive
Maijbari,Male,38,Educated,5200,5,Semi-Permanent,Yes,Yes,17,No,No,No,Yes,No,No,Employed,Yes,High,0.992,0.696,0.4,0.7807,0.6667,Moderately Adaptive
Sthal,Female,66,Not Educated,6740,2,Semi-Permanent,Yes,No,79,No,No,No,No,Yes,No,Not Employed,Yes,Low,0.9506,0.6753,0.2,0.1285,0.3333,Non-Adaptive
Sthal,Male,56,Educated,6982,3,Permanent,Yes,Yes,435,No,No,No,No,No,No,Not Employed,Yes,Moderate,0.7128,0.5564,0.2,0.482,0.3333,Moderately Adaptive
Maijbari,Male,39,Partially Educated,6917,8,Temporary,No,No,33,No,No,Yes,Yes,No,No,Employed,No,Moderate,0.9813,0.4906,0.4,0.6538,0.6667,Strongly Adaptive
Sthal,Male,49,Partially Educated,6441,4,Semi-Permanent,Yes,No,11,Yes,No,Yes,No,No,No,Employed,Yes,Moderate,0.996,0.498,0.6,0.6409,0.6667,Strongly Adaptive
Bakchar,Male,18,Educated,6758,9,Semi-Permanent,No,No,6,Yes,No,No,Yes,No,Yes,Employed,No,High,0.9993,0.4997,0.6,0.8229,0.3333,Strongly Adaptive
Sthal,Male,36,Partially Educated,8756,8,Permanent,Yes,No,79,Yes,No,Yes,No,No,No,Not Employed,No,High,0.9506,0.4753,0.4,0.3567,0.3333,Strongly Adaptive
Sthal,Female,45,Educated,7812,4,Semi-Permanent,Yes,No,100,No,No,Yes,No,Yes,Yes,Employed,Yes,High,0.9365,0.6683,0.6,0.8515,0.6667,Strongly Adaptive
Bakchar,Female,40,Partially Educated,5373,6,Semi-Permanent,No,No,65,Yes,No,Yes,Yes,Yes,No,Employed,Yes,Moderate,0.9599,0.68,0.8,0.6119,1,Strongly Adaptive
Sthal,Female,39,Partially Educated,9114,4,Temporary,No,Yes,494,Yes,No,No,No,No,No,Not Employed,No,Moderate,0.6733,0.5367,0.2,0.3664,0,Moderately Adaptive
Maijbari,Male,22,Educated,6719,5,Semi-Permanent,Yes,No,9,No,No,No,No,No,No,Employed,No,Moderate,0.9973,0.4987,0,0.8219,0,Moderately Adaptive
Sthal,Female,40,Partially Educated,7577,7,Semi-Permanent,Yes,No,55,Yes,No,No,No,No,No,Employed,No,High,0.9666,0.4833,0.2,0.6717,0,Non-Adaptive
Sthal,Male,26,Educated,7782,2,Semi-Permanent,No,No,341,Yes,Yes,No,Yes,No,Yes,Employed,No,Moderate,0.7756,0.4878,0.6,0.8507,0.3333,Strongly Adaptive
Bakchar,Male,23,Not Educated,8038,6,Permanent,Yes,No,82,Yes,No,Yes,No,No,Yes,Employed,Yes,Low,0.9486,0.4743,0.8,0.5107,0.6667,Strongly Adaptive
Sthal,Female,39,Partially Educated,5766,6,Permanent,Yes,Yes,90,Yes,No,No,No,No,Yes,Not Employed,Yes,Moderate,0.9432,0.6716,0.6,0.2756,0.3333,Moderately Adaptive
Bakchar,Male,42,Partially Educated,5577,5,Semi-Permanent,Yes,No,79,Yes,No,Yes,No,No,Yes,Employed,No,Moderate,0.9506,0.4753,0.6,0.6174,0.3333,Strongly Adaptive
Sthal,Male,52,Partially Educated,7848,5,Permanent,Yes,No,757,Yes,No,Yes,Yes,No,Yes,Employed,No,Moderate,0.4977,0.2488,0.8,0.679,0.6667,Strongly Adaptive
Sthal,Female,55,Not Educated,6354,12,Permanent,Yes,No,263,No,No,No,No,No,No,Employed,Yes,Low,0.8277,0.4138,0.2,0.465,0.3333,Non-Adaptive
Bakchar,Male,38,Not Educated,5626,3,Permanent,Yes,Yes,220,No,No,No,No,No,No,Not Employed,No,Low,0.8564,0.6282,0,0.0983,0,Non-Adaptive
Sthal,Male,55,Partially Educated,6317,4,Temporary,Yes,No,275,Yes,No,No,No,Yes,No,Not Employed,No,Low,0.8196,0.6098,0.2,0.2905,0,Non-Adaptive
Bakchar,Male,44,Partially Educated,7244,2,Semi-Permanent,No,No,133,No,No,No,No,Yes,No,Not Employed,No,Low,0.9145,0.6572,0,0.3157,0,Non-Adaptive
Maijbari,Female,47,Educated,3588,7,Permanent,Yes,Yes,299,No,No,No,Yes,Yes,Yes,Employed,No,High,0.8036,0.8018,0.4,0.737,0.3333,Moderately Adaptive
Bakchar,Male,36,Partially Educated,6867,5,Permanent,No,Yes,534,Yes,No,Yes,No,No,Yes,Employed,Yes,Low,0.6466,0.5233,0.8,0.6524,0.6667,Strongly Adaptive
Sthal,Male,40,Partially Educated,7479,5,Semi-Permanent,No,Yes,31,Yes,No,No,Yes,No,No,Employed,Yes,Low,0.9826,0.6913,0.6,0.669,0.6667,Strongly Adaptive
Maijbari,Male,46,Educated,4551,5,Semi-Permanent,Yes,No,473,No,No,No,Yes,No,No,Not Employed,Yes,Moderate,0.6874,0.3437,0.4,0.4161,0.6667,Strongly Adaptive
Sthal,Female,38,Not Educated,8110,7,Permanent,Yes,No,116,No,No,No,Yes,No,No,Not Employed,Yes,Low,0.9259,0.4629,0.4,0.1657,0.6667,Moderately Adaptive
Maijbari,Female,26,Educated,9395,4,Semi-Permanent,No,No,129,No,No,No,No,No,No,Employed,No,High,0.9172,0.4586,0,0.8944,0,Moderately Adaptive
Maijbari,Female,50,Partially Educated,7320,5,Semi-Permanent,Yes,Yes,231,Yes,No,No,Yes,No,Yes,Not Employed,No,Moderate,0.849,0.6245,0.6,0.3177,0.3333,Strongly Adaptive
Bakchar,Male,38,Not Educated,7754,3,Semi-Permanent,Yes,No,234,No,No,No,Yes,No,Yes,Not Employed,No,Low,0.847,0.4235,0.4,0.156,0.3333,Moderately Adaptive
Sthal,Male,49,Partially Educated,8817,6,Temporary,No,No,17,Yes,No,Yes,Yes,No,No,Not Employed,No,Moderate,0.992,0.496,0.6,0.3583,0.6667,Strongly Adaptive
Maijbari,Female,37,Not Educated,8286,5,Semi-Permanent,No,No,48,No,No,Yes,No,No,No,Employed,No,Low,0.9713,0.4856,0.2,0.5174,0.3333,Non-Adaptive
Bakchar,Female,32,Partially Educated,4281,4,Permanent,No,Yes,216,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.8591,0.6295,0.4,0.5823,0,Non-Adaptive
Sthal,Male,58,Not Educated,9020,6,Semi-Permanent,Yes,Yes,640,No,No,Yes,No,No,No,Employed,No,Low,0.5758,0.4879,0.2,0.5373,0.3333,Non-Adaptive
Bakchar,Male,52,Not Educated,8208,9,Temporary,Yes,Yes,5,Yes,No,No,No,No,No,Not Employed,No,Low,1,0.7,0.2,0.1683,0,Non-Adaptive
Bakchar,Male,40,Educated,2667,8,Temporary,Yes,Yes,86,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.9459,0.6729,0.4,0.712,0,Moderately Adaptive
Sthal,Male,18,Partially Educated,7293,5,Permanent,Yes,No,186,Yes,No,Yes,No,Yes,Yes,Employed,No,Low,0.8791,0.6395,0.6,0.664,0.3333,Strongly Adaptive
Maijbari,Male,33,Partially Educated,7197,2,Semi-Permanent,Yes,No,8,Yes,No,No,No,Yes,No,Not Employed,Yes,Low,0.998,0.699,0.4,0.3144,0.3333,Moderately Adaptive
Maijbari,Male,39,Educated,5521,7,Permanent,Yes,No,6,Yes,No,Yes,Yes,Yes,No,Not Employed,No,High,0.9993,0.6997,0.6,0.4424,0.6667,Strongly Adaptive
Maijbari,Male,55,Not Educated,8583,3,Semi-Permanent,Yes,No,98,Yes,No,No,No,Yes,Yes,Employed,Yes,Low,0.9379,0.6689,0.6,0.5255,0.3333,Moderately Adaptive
Maijbari,Female,48,Partially Educated,7773,5,Permanent,No,No,59,Yes,No,Yes,No,Yes,No,Not Employed,Yes,Low,0.9639,0.682,0.6,0.33,0.6667,Strongly Adaptive
Maijbari,Male,53,Educated,5108,7,Semi-Permanent,Yes,No,200,No,No,No,No,Yes,No,Employed,No,High,0.8697,0.6349,0,0.7782,0,Non-Adaptive
Maijbari,Female,31,Not Educated,9114,10,Semi-Permanent,Yes,Yes,96,No,No,No,No,No,No,Employed,No,Low,0.9392,0.6696,0,0.5399,0,Non-Adaptive
Maijbari,Female,60,Educated,6349,7,Semi-Permanent,No,Yes,26,No,No,No,No,No,Yes,Employed,No,High,0.986,0.693,0.2,0.8118,0,Moderately Adaptive
Bakchar,Male,35,Partially Educated,8254,6,Permanent,No,Yes,251,No,No,No,No,No,No,Not Employed,No,Moderate,0.8357,0.6178,0,0.3431,0,Non-Adaptive
Kachua,Male,40,Not Educated,7017,9,Semi-Permanent,No,No,537,Yes,No,No,No,Yes,No,Employed,No,Moderate,0.6446,0.5223,0.2,0.483,0,Non-Adaptive
Bakchar,Male,47,Educated,6817,2,Permanent,Yes,No,81,Yes,Yes,Yes,No,No,Yes,Not Employed,No,High,0.9492,0.5746,0.6,0.4776,0.3333,Strongly Adaptive
Bakchar,Female,50,Educated,6957,7,Temporary,No,Yes,55,No,No,Yes,No,No,No,Not Employed,No,Moderate,0.9666,0.6833,0.2,0.4814,0.3333,Moderately Adaptive
Sthal,Male,33,Not Educated,10182,5,Semi-Permanent,Yes,No,80,Yes,No,Yes,No,Yes,No,Not Employed,Yes,Low,0.9499,0.6749,0.6,0.2219,0.6667,Moderately Adaptive
Sthal,Male,36,Not Educated,7892,5,Permanent,Yes,Yes,99,No,No,Yes,No,No,Yes,Not Employed,No,Low,0.9372,0.6686,0.4,0.1598,0.3333,Non-Adaptive
Maijbari,Female,25,Partially Educated,7422,5,Semi-Permanent,Yes,No,52,No,No,No,No,Yes,No,Employed,Yes,Low,0.9686,0.6843,0.2,0.6675,0.3333,Non-Adaptive
Kachua,Female,32,Partially Educated,9424,8,Permanent,No,Yes,590,Yes,No,Yes,No,Yes,No,Not Employed,No,Low,0.6092,0.7046,0.4,0.3748,0.3333,Moderately Adaptive
Sthal,Female,41,Educated,3330,4,Permanent,Yes,No,196,No,No,No,No,No,No,Not Employed,No,Moderate,0.8724,0.4362,0,0.383,0,Non-Adaptive
Bakchar,Female,45,Partially Educated,4727,3,Semi-Permanent,Yes,Yes,135,No,No,No,No,No,Yes,Employed,No,Low,0.9132,0.6566,0.2,0.5944,0,Non-Adaptive
Sthal,Female,35,Educated,6764,6,Semi-Permanent,Yes,Yes,236,No,No,Yes,No,No,Yes,Employed,Yes,High,0.8457,0.6228,0.6,0.8231,0.6667,Strongly Adaptive
Bakchar,Female,44,Not Educated,4569,2,Permanent,Yes,No,127,No,No,No,No,No,No,Employed,No,Low,0.9185,0.4593,0,0.4166,0,Non-Adaptive
Maijbari,Female,29,Not Educated,5970,3,Semi-Permanent,Yes,Yes,116,No,No,No,No,No,No,Not Employed,No,Low,0.9259,0.6629,0,0.1077,0,Non-Adaptive
Bakchar,Male,68,Partially Educated,7478,6,Temporary,Yes,No,12,Yes,No,No,No,No,Yes,Employed,Yes,Moderate,0.9953,0.4977,0.6,0.669,0.3333,Strongly Adaptive
Kachua,Female,30,Not Educated,10251,11,Semi-Permanent,Yes,Yes,162,No,No,No,No,No,No,Employed,No,Low,0.8951,0.6476,0,0.5707,0,Non-Adaptive
Bakchar,Female,34,Partially Educated,5202,3,Semi-Permanent,Yes,Yes,432,Yes,No,No,No,No,No,Employed,No,Low,0.7148,0.5574,0.2,0.6073,0,Non-Adaptive
Sthal,Male,59,Not Educated,7876,4,Semi-Permanent,Yes,No,11,No,No,No,No,No,No,Employed,No,Low,0.996,0.498,0,0.5063,0,Non-Adaptive
Sthal,Female,18,Educated,7748,6,Temporary,Yes,No,565,Yes,No,No,Yes,No,No,Employed,Yes,Moderate,0.6259,0.313,0.6,0.8498,0.6667,Strongly Adaptive
Sthal,Female,46,Educated,6557,8,Semi-Permanent,No,Yes,589,Yes,No,No,No,No,Yes,Employed,Yes,High,0.6099,0.5049,0.6,0.8175,0.3333,Strongly Adaptive
Sthal,Female,52,Not Educated,4493,3,Semi-Permanent,Yes,Yes,277,Yes,No,No,No,No,No,Not Employed,No,Low,0.8183,0.6092,0.2,0.0676,0,Non-Adaptive
Sthal,Female,48,Not Educated,4890,3,Temporary,No,Yes,5,No,No,No,Yes,No,No,Employed,Yes,Low,1,0.7,0.4,0.4253,0.6667,Non-Adaptive
Maijbari,Male,63,Educated,3311,8,Permanent,Yes,Yes,51,No,No,No,Yes,No,Yes,Employed,Yes,Moderate,0.9693,0.6846,0.6,0.7295,0.6667,Strongly Adaptive
Bakchar,Male,33,Partially Educated,3297,5,Permanent,No,Yes,36,Yes,No,No,Yes,Yes,No,Employed,No,Low,0.9793,0.8896,0.4,0.5556,0.3333,Non-Adaptive
Bakchar,Female,49,Not Educated,5666,4,Permanent,Yes,No,157,Yes,No,No,No,No,Yes,Employed,No,Low,0.8985,0.4492,0.4,0.4464,0,Non-Adaptive
Bakchar,Female,47,Partially Educated,5640,8,Permanent,Yes,No,200,No,No,No,Yes,No,Yes,Not Employed,No,Low,0.8697,0.4349,0.4,0.2722,0.3333,Moderately Adaptive
Sthal,Male,33,Partially Educated,6977,5,Permanent,No,Yes,353,Yes,No,No,No,No,No,Employed,No,Moderate,0.7675,0.5838,0.2,0.6554,0,Non-Adaptive
Bakchar,Female,34,Partially Educated,9325,6,Permanent,Yes,Yes,251,No,Yes,Yes,No,No,No,Employed,No,Low,0.8357,0.7178,0.2,0.7191,0.3333,Non-Adaptive
Sthal,Male,59,Educated,8859,4,Semi-Permanent,No,Yes,208,Yes,No,Yes,No,Yes,No,Not Employed,No,Moderate,0.8644,0.8322,0.4,0.5329,0.3333,Strongly Adaptive
Bakchar,Female,40,Partially Educated,10988,4,Semi-Permanent,Yes,No,194,Yes,No,No,No,Yes,No,Employed,No,Low,0.8737,0.6369,0.2,0.7642,0,Moderately Adaptive
Maijbari,Female,29,Not Educated,5044,8,Semi-Permanent,Yes,No,53,Yes,No,No,Yes,No,No,Not Employed,Yes,Low,0.9679,0.484,0.6,0.0825,0.6667,Moderately Adaptive
Sthal,Male,71,Partially Educated,8556,9,Permanent,Yes,Yes,32,No,No,No,No,No,No,Not Employed,No,Moderate,0.982,0.691,0,0.3513,0,Non-Adaptive
Bakchar,Male,41,Not Educated,10950,7,Permanent,Yes,No,62,No,No,No,Yes,No,No,Not Employed,No,Low,0.9619,0.481,0.2,0.2427,0.3333,Non-Adaptive
Bakchar,Female,35,Partially Educated,10666,2,Semi-Permanent,No,No,215,Yes,No,Yes,No,No,Yes,Not Employed,No,Low,0.8597,0.4299,0.6,0.4085,0.3333,Strongly Adaptive
Maijbari,Female,64,Not Educated,7781,5,Permanent,Yes,Yes,144,No,No,Yes,Yes,No,No,Not Employed,No,Moderate,0.9071,0.6536,0.4,0.1568,0.6667,Non-Adaptive
Maijbari,Female,23,Not Educated,7273,4,Permanent,No,Yes,18,No,No,No,No,No,No,Employed,Yes,Moderate,0.9913,0.6957,0.2,0.4899,0.3333,Non-Adaptive
Bakchar,Female,32,Partially Educated,8292,3,Permanent,Yes,No,37,Yes,No,No,No,No,Yes,Employed,Yes,Moderate,0.9786,0.4893,0.6,0.691,0.3333,Strongly Adaptive
Sthal,Female,55,Educated,3868,2,Semi-Permanent,Yes,Yes,250,No,No,Yes,No,No,Yes,Employed,Yes,High,0.8363,0.6182,0.6,0.7446,0.6667,Strongly Adaptive
Sthal,Female,41,Educated,8952,4,Semi-Permanent,Yes,No,368,No,No,No,No,No,No,Employed,No,High,0.7575,0.3788,0,0.8824,0,Moderately Adaptive
Bakchar,Female,71,Educated,4435,3,Semi-Permanent,Yes,No,483,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.6807,0.3403,0.4,0.7599,0,Strongly Adaptive
Kachua,Male,60,Partially Educated,9445,5,Permanent,No,No,229,Yes,No,Yes,No,No,Yes,Not Employed,No,Moderate,0.8504,0.4252,0.6,0.3754,0.3333,Strongly Adaptive
Kachua,Male,38,Educated,7982,5,Permanent,Yes,No,178,Yes,No,Yes,No,No,No,Employed,No,High,0.8844,0.4422,0.4,0.8561,0.3333,Strongly Adaptive
Maijbari,Male,47,Educated,2000,6,Semi-Permanent,Yes,Yes,25,No,No,No,No,Yes,No,Not Employed,No,Moderate,0.9866,0.8933,0,0.347,0,Non-Adaptive
Bakchar,Male,38,Partially Educated,7251,5,Permanent,Yes,Yes,207,Yes,No,Yes,No,No,Yes,Employed,Yes,Moderate,0.8651,0.6325,0.8,0.6628,0.6667,Strongly Adaptive
Bakchar,Female,51,Partially Educated,6074,3,Permanent,Yes,No,496,No,No,No,No,No,Yes,Not Employed,No,Low,0.672,0.336,0.2,0.2839,0,Moderately Adaptive
Sthal,Female,57,Partially Educated,5409,4,Permanent,Yes,No,420,Yes,No,No,No,No,No,Employed,No,Moderate,0.7228,0.3614,0.2,0.6129,0,Non-Adaptive
Kachua,Male,37,Partially Educated,4231,5,Temporary,Yes,No,288,No,No,Yes,No,No,No,Employed,No,Low,0.811,0.4055,0.2,0.5809,0.3333,Non-Adaptive
Bakchar,Male,40,Not Educated,5560,11,Permanent,Yes,No,136,No,No,No,No,Yes,No,Not Employed,No,Low,0.9125,0.6562,0,0.0965,0,Non-Adaptive
Maijbari,Male,66,Educated,6139,3,Semi-Permanent,No,Yes,201,Yes,No,Yes,No,Yes,Yes,Not Employed,No,Moderate,0.8691,0.8345,0.6,0.4592,0.3333,Strongly Adaptive
Sthal,Female,47,Not Educated,8111,5,Permanent,Yes,No,539,No,No,No,Yes,Yes,Yes,Employed,No,Moderate,0.6433,0.5216,0.4,0.5127,0.3333,Moderately Adaptive
Sthal,Male,59,Partially Educated,6173,2,Permanent,Yes,No,22,No,No,No,Yes,No,No,Not Employed,No,Low,0.9886,0.4943,0.2,0.2866,0.3333,Non-Adaptive
Maijbari,Female,41,Educated,2000,3,Permanent,No,No,125,Yes,No,No,No,No,No,Not Employed,Yes,High,0.9198,0.4599,0.4,0.347,0.3333,Strongly Adaptive
Sthal,Male,37,Educated,10516,8,Semi-Permanent,No,No,262,Yes,No,No,No,No,No,Employed,Yes,High,0.8283,0.4142,0.4,0.9248,0.3333,Strongly Adaptive
Bakchar,Male,45,Partially Educated,5093,4,Permanent,Yes,Yes,177,Yes,No,No,No,Yes,No,Not Employed,Yes,Low,0.8851,0.8426,0.4,0.2573,0.3333,Non-Adaptive
Sthal,Female,45,Partially Educated,3131,5,Semi-Permanent,Yes,No,343,Yes,No,No,Yes,No,No,Not Employed,No,Low,0.7742,0.3871,0.4,0.2041,0.3333,Moderately Adaptive
Sthal,Male,46,Educated,6065,7,Permanent,Yes,No,32,No,No,No,No,No,Yes,Employed,Yes,High,0.982,0.491,0.4,0.8041,0.3333,Strongly Adaptive
Sthal,Female,31,Partially Educated,5301,5,Semi-Permanent,Yes,Yes,168,Yes,No,No,No,No,No,Not Employed,No,Low,0.8911,0.6456,0.2,0.263,0,Non-Adaptive
Sthal,Female,36,Educated,2586,7,Permanent,Yes,No,48,Yes,No,Yes,No,No,No,Employed,Yes,High,0.9713,0.4856,0.6,0.7098,0.6667,Strongly Adaptive
Maijbari,Male,56,Partially Educated,4170,4,Semi-Permanent,Yes,No,112,No,No,No,Yes,Yes,No,Not Employed,No,Moderate,0.9285,0.6643,0.2,0.2323,0.3333,Non-Adaptive
Kachua,Male,23,Partially Educated,9977,5,Semi-Permanent,No,Yes,197,No,No,No,No,Yes,Yes,Not Employed,No,Low,0.8717,0.8359,0.2,0.3898,0,Non-Adaptive
Sthal,Male,38,Educated,8160,6,Permanent,No,No,156,Yes,No,Yes,No,No,Yes,Not Employed,No,High,0.8991,0.4496,0.6,0.514,0.3333,Strongly Adaptive
Sthal,Female,39,Educated,8514,5,Semi-Permanent,Yes,No,56,Yes,No,No,Yes,No,No,Employed,No,High,0.9659,0.483,0.4,0.8705,0.3333,Strongly Adaptive
Maijbari,Male,46,Educated,7452,3,Permanent,No,No,92,No,Yes,No,No,No,No,Employed,Yes,Moderate,0.9419,0.5709,0.2,0.8417,0.3333,Moderately Adaptive
Sthal,Male,32,Educated,5380,3,Semi-Permanent,No,Yes,417,No,No,Yes,No,No,Yes,Employed,No,Moderate,0.7248,0.5624,0.4,0.7856,0.3333,Strongly Adaptive
Bakchar,Female,42,Partially Educated,7299,3,Temporary,Yes,No,40,No,No,Yes,No,No,No,Not Employed,No,Moderate,0.9766,0.4883,0.2,0.3172,0.3333,Moderately Adaptive
Sthal,Female,44,Partially Educated,5617,4,Semi-Permanent,No,Yes,104,No,No,No,No,Yes,No,Employed,No,Moderate,0.9339,0.8669,0,0.6185,0,Non-Adaptive
Bakchar,Male,37,Educated,8476,5,Semi-Permanent,Yes,No,185,Yes,No,No,Yes,No,Yes,Not Employed,No,High,0.8798,0.4399,0.6,0.5226,0.3333,Strongly Adaptive
Sthal,Female,60,Not Educated,9333,8,Permanent,No,No,228,Yes,Yes,Yes,No,No,Yes,Employed,Yes,Moderate,0.851,0.5255,0.8,0.5458,0.6667,Strongly Adaptive
Kachua,Female,54,Educated,6727,9,Permanent,No,No,7,No,Yes,Yes,No,No,Yes,Not Employed,Yes,Moderate,0.9987,0.5993,0.6,0.4751,0.6667,Strongly Adaptive
Sthal,Male,24,Not Educated,9663,9,Permanent,Yes,Yes,228,Yes,No,No,No,Yes,Yes,Employed,Yes,Low,0.851,0.8255,0.6,0.5547,0.3333,Moderately Adaptive
Kachua,Female,55,Educated,6935,6,Permanent,Yes,Yes,119,Yes,No,No,No,No,Yes,Employed,No,Moderate,0.9238,0.6619,0.4,0.8277,0,Moderately Adaptive
Kachua,Male,42,Educated,9581,4,Semi-Permanent,Yes,No,199,No,No,Yes,No,No,Yes,Not Employed,No,High,0.8704,0.4352,0.4,0.5525,0.3333,Strongly Adaptive
Maijbari,Male,36,Partially Educated,6221,6,Permanent,Yes,No,99,No,No,No,No,No,No,Employed,Yes,Low,0.9372,0.4686,0.2,0.6349,0.3333,Non-Adaptive
Sthal,Male,56,Partially Educated,8591,4,Semi-Permanent,Yes,No,356,No,No,Yes,No,No,No,Employed,Yes,Low,0.7655,0.3828,0.4,0.6992,0.6667,Strongly Adaptive
Bakchar,Male,18,Partially Educated,8170,5,Permanent,No,No,106,Yes,No,Yes,No,No,Yes,Employed,No,Low,0.9325,0.4663,0.6,0.6877,0.3333,Strongly Adaptive
Kachua,Female,31,Not Educated,7101,6,Semi-Permanent,No,No,122,Yes,No,No,Yes,No,No,Employed,No,Low,0.9218,0.4609,0.4,0.4853,0.3333,Non-Adaptive
Maijbari,Male,36,Partially Educated,9103,3,Permanent,Yes,Yes,73,No,No,No,No,No,No,Not Employed,Yes,Moderate,0.9546,0.6773,0.2,0.3661,0.3333,Non-Adaptive
Maijbari,Female,44,Educated,7880,7,Permanent,Yes,Yes,273,Yes,No,No,No,No,Yes,Employed,Yes,Moderate,0.821,0.6105,0.6,0.8534,0.3333,Strongly Adaptive
Sthal,Female,19,Partially Educated,9891,6,Permanent,Yes,No,54,No,No,No,No,No,No,Employed,No,Low,0.9673,0.4836,0,0.7344,0,Non-Adaptive
Kachua,Female,48,Partially Educated,5198,7,Temporary,No,No,47,Yes,No,No,Yes,No,Yes,Not Employed,Yes,Moderate,0.9719,0.486,0.8,0.2602,0.6667,Strongly Adaptive
Maijbari,Male,25,Not Educated,8682,3,Permanent,Yes,No,18,Yes,No,No,No,Yes,Yes,Not Employed,Yes,Low,0.9913,0.6957,0.6,0.1812,0.3333,Moderately Adaptive
Maijbari,Female,43,Educated,7077,8,Semi-Permanent,No,No,33,Yes,No,No,No,No,No,Employed,Yes,High,0.9813,0.4906,0.4,0.8316,0.3333,Strongly Adaptive
Bakchar,Female,40,Not Educated,3973,5,Permanent,Yes,No,26,Yes,No,Yes,No,No,Yes,Not Employed,No,Low,0.986,0.493,0.6,0.0535,0.3333,Non-Adaptive
Maijbari,Male,26,Partially Educated,5107,3,Permanent,Yes,Yes,75,No,No,No,No,No,Yes,Employed,No,Moderate,0.9532,0.6766,0.2,0.6047,0,Non-Adaptive
Sthal,Male,28,Not Educated,5032,3,Semi-Permanent,No,No,137,Yes,No,No,Yes,No,Yes,Not Employed,No,Low,0.9118,0.4559,0.6,0.0822,0.3333,Moderately Adaptive
Bakchar,Male,18,Educated,6918,4,Semi-Permanent,No,Yes,29,No,Yes,Yes,No,No,No,Not Employed,No,High,0.984,0.792,0.2,0.4803,0.3333,Moderately Adaptive
